drugbank_id,drug_name,disease_name,txgnn_score
DB00446,Chloramphenicol,eosinophilia-myalgia syndrome,0.9826462268829346
DB00446,Chloramphenicol,paranasal sinus neoplasm (disease),0.9820253849029541
DB00446,Chloramphenicol,sinusitis,0.9814366698265076
DB00446,Chloramphenicol,exposure keratitis,0.9781036376953125
DB00446,Chloramphenicol,parasitic eyelid infestation,0.9752215147018433
DB00446,Chloramphenicol,ulcerative blepharitis,0.9741249680519104
DB00446,Chloramphenicol,typhoid fever,0.9700237512588501
DB00446,Chloramphenicol,noninfectious dermatoses of eyelid,0.9693117141723633
DB00446,Chloramphenicol,acne (disease),0.9646515846252441
DB00446,Chloramphenicol,acute contagious conjunctivitis,0.9611961841583252
DB00446,Chloramphenicol,infectious otitis interna,0.9590159058570862
DB00446,Chloramphenicol,blepharoconjunctivitis,0.9561007618904114
DB00446,Chloramphenicol,membranous glomerulonephritis,0.9520162343978882
DB00446,Chloramphenicol,bacterial pneumonia,0.9512419700622559
DB00446,Chloramphenicol,"scleroderma, familial progressive",0.9448069334030151
DB00446,Chloramphenicol,non-human animal disease,0.9410974979400635
DB00446,Chloramphenicol,necrotizing ulcerative gingivitis,0.9357311725616455
DB00446,Chloramphenicol,limited scleroderma,0.9338937401771545
DB00446,Chloramphenicol,myalgia-eosinophilia syndrome associated with tryptophan,0.9294540286064148
DB00446,Chloramphenicol,lymphogranuloma venereum,0.9282698035240173
DB00446,Chloramphenicol,wound myiasis,0.9274797439575195
DB00446,Chloramphenicol,creeping myiasis,0.9274797439575195
DB00446,Chloramphenicol,furuncular myiasis,0.9274797439575195
DB00446,Chloramphenicol,myiasis,0.9255115389823914
DB00446,Chloramphenicol,toxoplasmosis,0.9222701787948608
DB00446,Chloramphenicol,demodicidosis of sebaceous gland,0.920865535736084
DB00446,Chloramphenicol,chronic gingivitis,0.9208475351333618
DB00446,Chloramphenicol,acute gonococcal cervicitis,0.918509840965271
DB00446,Chloramphenicol,listeriosis,0.918476939201355
DB00446,Chloramphenicol,actinomycosis,0.9068186283111572
DB00446,Chloramphenicol,lymphoid system disease,0.9026814699172974
DB00446,Chloramphenicol,malaria,0.9023109674453735
DB00446,Chloramphenicol,geniculate herpes zoster,0.90194171667099
DB00446,Chloramphenicol,nocardiosis,0.8989701867103577
DB00446,Chloramphenicol,skin disease caused by infection,0.8964472413063049
DB00446,Chloramphenicol,anthrax infection,0.895383894443512
DB00798,Gentamicin,rheumatoid arthritis,0.9776055216789246
DB00798,Gentamicin,sclerosing cholangitis,0.9749646186828613
DB00798,Gentamicin,colobomatous microphthalmia-rhizomelic dysplasia syndrome,0.9632234573364258
DB00798,Gentamicin,brachydactyly-syndactyly syndrome,0.9528363347053528
DB00798,Gentamicin,autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome,0.9199256896972656
DB00798,Gentamicin,brain small vessel disease 1 with or without ocular anomalies,0.9169902205467224
DB00798,Gentamicin,osteoarthritis susceptibility,0.9061940908432007
DB00798,Gentamicin,diabetic nephropathy,0.8991835117340088
DB00798,Gentamicin,congenital hypotrichosis milia,0.8889719843864441
DB00798,Gentamicin,unclassified myelodysplastic syndrome,0.8873544335365295
DB00798,Gentamicin,hypotrichosis simplex of the scalp,0.8867939710617065
DB00798,Gentamicin,partial deletion of the long arm of chromosome 5,0.8805643916130066
DB00798,Gentamicin,refractory cytopenia of childhood,0.8787533640861511
DB00798,Gentamicin,aregenerative anemia,0.8784756660461426
DB00798,Gentamicin,obsolete hyperuricemia (disease),0.8774580955505371
DB00798,Gentamicin,gout,0.876822829246521
DB00798,Gentamicin,severe congenital hypochromic anemia with ringed sideroblasts,0.8757103681564331
DB00798,Gentamicin,diffuse alopecia areata,0.8735215067863464
DB00798,Gentamicin,osteoarthritis,0.8719057440757751
DB00798,Gentamicin,peripheral arterial disease,0.8700465559959412
DB00798,Gentamicin,myelodysplastic syndrome,0.8688752055168152
DB00798,Gentamicin,hypoalphalipoproteinemia,0.8678045868873596
DB00798,Gentamicin,alopecia,0.8657976984977722
DB00798,Gentamicin,peripheral vascular disease,0.8559220433235168
DB00798,Gentamicin,brachyolmia,0.8436892628669739
DB00798,Gentamicin,tendinitis,0.8426234722137451
DB00798,Gentamicin,gonococcal urethritis,0.8374627232551575
DB00798,Gentamicin,Ureaplasma urethritis,0.8374627232551575
DB00798,Gentamicin,urinary tract infection (disease),0.8365963697433472
DB00798,Gentamicin,idiopathic granulomatous myositis,0.8348159790039062
DB00798,Gentamicin,myositis fibrosa,0.8348159790039062
DB00798,Gentamicin,brachyolmia-amelogenesis imperfecta syndrome,0.8312908411026001
DB00798,Gentamicin,"acromesomelic dysplasia, Hunter-Thompson type",0.8305433988571167
DB00798,Gentamicin,Lyme disease,0.828821063041687
DB00798,Gentamicin,Lesch-Nyhan syndrome,0.8279516100883484
DB00798,Gentamicin,trigeminal autonomic cephalalgia,0.8261387348175049
DB00798,Gentamicin,facial nerve palsy due to herpes zoster infection,0.8254136443138123
DB00798,Gentamicin,WHIM syndrome,0.8238646388053894
DB00798,Gentamicin,myosclerosis,0.8186063766479492
DB00798,Gentamicin,headache disorder,0.816363513469696
DB00798,Gentamicin,arthropathy,0.8161168694496155
DB00798,Gentamicin,xanthogranulomatous pyelonephritis,0.8145533204078674
DB00798,Gentamicin,uterine inflammatory disease,0.8124173283576965
DB00798,Gentamicin,"hypouricemia, renal",0.8104382157325745
DB00798,Gentamicin,pseudoachondroplasia,0.8047239184379578
DB00798,Gentamicin,inclusion body myositis,0.8039616942405701
DB00798,Gentamicin,congestive heart failure,0.80308598279953
DB00798,Gentamicin,genital herpes,0.7996605038642883
DB00798,Gentamicin,fibromyalgia,0.7958093285560608
DB00798,Gentamicin,cholecystolithiasis,0.7854941487312317
DB00676,Benzyl benzoate,pharyngitis,0.8865901827812195
DB00676,Benzyl benzoate,nasal cavity disease,0.8846932053565979
DB00676,Benzyl benzoate,vaginitis (disease),0.8775092959403992
DB00676,Benzyl benzoate,acute laryngopharyngitis,0.8765954375267029
DB00676,Benzyl benzoate,vulvitis,0.858737051486969
DB00676,Benzyl benzoate,bacterial vaginosis,0.8562232255935669
DB00676,Benzyl benzoate,vaginal discharge,0.8555704951286316
DB00676,Benzyl benzoate,vulvovaginitis,0.8542406558990479
DB00676,Benzyl benzoate,leukoplakia of vagina,0.8525179624557495
DB00676,Benzyl benzoate,vulvovaginal candidiasis,0.8435319662094116
DB00676,Benzyl benzoate,trichomonal vulvovaginitis,0.8405106663703918
DB00676,Benzyl benzoate,postmenopausal atrophic vaginitis,0.8388039469718933
DB00676,Benzyl benzoate,ulceration of vulva,0.8330838680267334
DB00676,Benzyl benzoate,vulvar neoplasm,0.8324396014213562
DB00676,Benzyl benzoate,catatrichy,0.8190094232559204
DB00676,Benzyl benzoate,"keratosis follicularis spinulosa decalvans, autosomal dominant",0.8094566464424133
DB00676,Benzyl benzoate,herpetic vulvovaginitis,0.8001683354377747
DB00676,Benzyl benzoate,irritable bowel syndrome,0.7978867888450623
DB00676,Benzyl benzoate,faucial diphtheria,0.7936675548553467
DB00676,Benzyl benzoate,folliculitis,0.789871096611023
DB00676,Benzyl benzoate,cervical disc degenerative disorder,0.7898188829421997
DB00676,Benzyl benzoate,seborrheic keratosis,0.7662885785102844
DB00676,Benzyl benzoate,herpes zoster,0.7634108662605286
DB00676,Benzyl benzoate,sequela of COVID-19,0.7584108114242554
DB00676,Benzyl benzoate,post-infectious neuralgia,0.7555899620056152
DB00676,Benzyl benzoate,hepatitis C induced liver cirrhosis,0.7519015669822693
DB00676,Benzyl benzoate,vulvar inverted follicular keratosis,0.7494368553161621
DB00676,Benzyl benzoate,piedra,0.7389319539070129
DB00676,Benzyl benzoate,toxocariasis,0.7305448055267334
DB00676,Benzyl benzoate,anogenital human papillomavirus infection,0.7304632663726807
DB00676,Benzyl benzoate,genital herpes,0.7284322381019592
DB00676,Benzyl benzoate,toxascariasis,0.7099188566207886
DB00676,Benzyl benzoate,anisakiasis,0.7096350193023682
DB00676,Benzyl benzoate,seborrheic dermatitis,0.7064614295959473
DB00676,Benzyl benzoate,burn,0.7007941007614136
DB00676,Benzyl benzoate,rhinitis,0.6988986730575562
DB00676,Benzyl benzoate,disease of orbital region,0.6927386522293091
DB00676,Benzyl benzoate,hemorrhoid,0.6925027370452881
DB00676,Benzyl benzoate,common cold,0.6868435740470886
DB00676,Benzyl benzoate,bone fracture,0.6858869194984436
DB00676,Benzyl benzoate,epiglottitis,0.6846380233764648
DB00676,Benzyl benzoate,dermatophytosis,0.6839835047721863
DB00676,Benzyl benzoate,disease of orbital part of eye adnexa,0.6822507381439209
DB00676,Benzyl benzoate,spinal cord dermoid cyst,0.6813633441925049
DB00676,Benzyl benzoate,spinal injury,0.6802956461906433
DB00676,Benzyl benzoate,cystic teratoma,0.6801959276199341
DB00676,Benzyl benzoate,cutaneous larva migrans,0.6796507835388184
DB00676,Benzyl benzoate,cervical artery dissection,0.6788806319236755
DB00676,Benzyl benzoate,tinea nigra,0.6781606674194336
DB00676,Benzyl benzoate,vernal keratoconjunctivitis,0.6781521439552307
DB00646,Nystatin,vulvovaginal candidiasis,0.9999426603317261
DB00646,Nystatin,vulvovaginitis,0.9991781115531921
DB00646,Nystatin,disease of orbital region,0.9990209341049194
DB00646,Nystatin,disease of orbital part of eye adnexa,0.9989088773727417
DB00646,Nystatin,cystic teratoma,0.9988154172897339
DB00646,Nystatin,spinal cord dermoid cyst,0.9988001585006714
DB00646,Nystatin,postmenopausal atrophic vaginitis,0.998794436454773
DB00646,Nystatin,biotin metabolic disease,0.9987183809280396
DB00646,Nystatin,oral candidiasis,0.998595654964447
DB00646,Nystatin,candidiasis,0.9985256791114807
DB00646,Nystatin,vulvitis,0.9983397722244263
DB00646,Nystatin,commissural lip fistula,0.9983066320419312
DB00646,Nystatin,osteoradionecrosis of the mandible,0.9982801675796509
DB00646,Nystatin,burning mouth syndrome,0.9982775449752808
DB00646,Nystatin,oral leukoedema,0.9982775449752808
DB00646,Nystatin,dermoid cyst of ovary,0.9981971383094788
DB00646,Nystatin,vitamin deficiency disorder,0.998190701007843
DB00646,Nystatin,eye disease,0.997999370098114
DB00646,Nystatin,optic papillitis,0.9979475140571594
DB00646,Nystatin,trichomonal vulvovaginitis,0.9979107975959778
DB00646,Nystatin,dislocation of lens,0.9978185892105103
DB00646,Nystatin,conjunctival degeneration,0.9976860284805298
DB00646,Nystatin,chronic relapsing inflammatory optic neuropathy,0.9976474642753601
DB00646,Nystatin,isolated optic neuritis,0.9976474642753601
DB00646,Nystatin,recurrent idiopathic neuroretinitis,0.9976474642753601
DB00646,Nystatin,optic perineuritis,0.9976474642753601
DB00646,Nystatin,total internal ophthalmoplegia,0.9976289868354797
DB00646,Nystatin,accommodative spasm,0.9976289868354797
DB00646,Nystatin,cycloplegia,0.9976289868354797
DB00646,Nystatin,ocular hyperemia,0.9976237416267395
DB00646,Nystatin,conjunctivochalasis,0.9976237416267395
DB00646,Nystatin,orbit neoplasm,0.9976232647895813
DB00646,Nystatin,episcleritis periodica fugax,0.9976230263710022
DB00646,Nystatin,nodular episcleritis,0.9976230263710022
DB00646,Nystatin,lagophthalmos,0.9976211190223694
DB00646,Nystatin,von Hippel anomaly,0.9976110458374023
DB00646,Nystatin,luxation of globe,0.9976069927215576
DB00646,Nystatin,conjunctival tumor,0.997557520866394
DB00646,Nystatin,presbyopia,0.9975497126579285
DB00646,Nystatin,vitreous detachment,0.9975383281707764
DB00646,Nystatin,conjunctival deposit,0.9975377321243286
DB00646,Nystatin,isolated ankyloblepharon filiforme adnatum,0.9975281357765198
DB00646,Nystatin,blepharophimosis-radioulnar synostosis syndrome,0.9975273013114929
DB00646,Nystatin,microcornea-corectopia-macular hypoplasia syndrome,0.9975273013114929
DB00646,Nystatin,stenosis of lacrimal punctum,0.9975197911262512
DB00646,Nystatin,congenital eyelid retraction,0.9975197911262512
DB00646,Nystatin,eyelid degenerative disease,0.9975197911262512
DB00646,Nystatin,pigmented conjunctival lesion,0.997501790523529
DB00646,Nystatin,lens subluxation (disease),0.9974707365036011
DB00646,Nystatin,vitreous abscess,0.997467041015625
DB00257,Clotrimazole,cutaneous candidiasis,0.9997555613517761
DB00257,Clotrimazole,vulvovaginal candidiasis,0.9993153810501099
DB00257,Clotrimazole,dermatophytosis of groin and perianal area,0.9988190531730652
DB00257,Clotrimazole,acne (disease),0.9985916018486023
DB00257,Clotrimazole,tinea corporis,0.996728777885437
DB00257,Clotrimazole,tinea pedis,0.9964085221290588
DB00257,Clotrimazole,vulvovaginitis,0.9959421753883362
DB00257,Clotrimazole,postmenopausal atrophic vaginitis,0.9945921301841736
DB00257,Clotrimazole,pityriasis versicolor,0.9938981533050537
DB00257,Clotrimazole,trichomonal vulvovaginitis,0.9898814558982849
DB00257,Clotrimazole,tinea profunda,0.9876177906990051
DB00257,Clotrimazole,Majocchi granuloma,0.9873927235603333
DB00257,Clotrimazole,ectothrix infectious disease,0.9873927235603333
DB00257,Clotrimazole,endothrix infectious disease,0.986535370349884
DB00257,Clotrimazole,superficial mycosis,0.9862449765205383
DB00257,Clotrimazole,dermatophytosis of scalp or beard,0.9859415888786316
DB00257,Clotrimazole,vulvitis,0.9858648777008057
DB00257,Clotrimazole,candidiasis,0.98224937915802
DB00257,Clotrimazole,ulceration of vulva,0.978951632976532
DB00257,Clotrimazole,vulvar neoplasm,0.9777109026908875
DB00257,Clotrimazole,vaginitis (disease),0.9603186249732971
DB00257,Clotrimazole,herpetic vulvovaginitis,0.9529687166213989
DB00257,Clotrimazole,vaginal discharge,0.9486819505691528
DB00257,Clotrimazole,candida glabrata,0.9455037117004395
DB00257,Clotrimazole,congenital candidiasis,0.9455037117004395
DB00257,Clotrimazole,neonatal candidiasis,0.9455037117004395
DB00257,Clotrimazole,leukoplakia of vagina,0.9415750503540039
DB00257,Clotrimazole,bacterial vaginosis,0.9392561912536621
DB00257,Clotrimazole,"candidiasis, invasive",0.9389460682868958
DB00257,Clotrimazole,papillary conjunctivitis,0.9361599087715149
DB00257,Clotrimazole,demodicidosis of sebaceous gland,0.9353101849555969
DB00257,Clotrimazole,punctate epithelial keratoconjunctivitis,0.9264957904815674
DB00257,Clotrimazole,"zinc, elevated plasma",0.9196370244026184
DB00257,Clotrimazole,otomycosis,0.900162398815155
DB00257,Clotrimazole,rosacea conjunctivitis,0.888451874256134
DB00257,Clotrimazole,freemartinism,0.8868661522865295
DB00257,Clotrimazole,tetragametic chimerism,0.8709920644760132
DB00257,Clotrimazole,testicular regression syndrome,0.8660889267921448
DB00257,Clotrimazole,blunt duct adenosis of breast,0.8654288649559021
DB00257,Clotrimazole,apocrine adenosis of breast,0.8654288649559021
DB00257,Clotrimazole,skin infection,0.8640619516372681
DB00257,Clotrimazole,penile/testicular agenesis,0.8466733694076538
DB00257,Clotrimazole,vulvar inverted follicular keratosis,0.846321702003479
DB00257,Clotrimazole,nail infection,0.8431264162063599
DB00257,Clotrimazole,breast fibrocystic disease,0.8425822257995605
DB00257,Clotrimazole,inflammatory and autoimmune disease with epilepsy,0.83751380443573
DB00257,Clotrimazole,esophageal candidiasis,0.8353294730186462
DB00257,Clotrimazole,cerebral malformation with epilepsy,0.8279737830162048
DB00257,Clotrimazole,blepharoconjunctivitis,0.8049562573432922
DB00257,Clotrimazole,arthrogryposis epileptic seizures migrational brain disorder,0.8045039176940918
DB01110,Miconazole,cutaneous candidiasis,0.998034656047821
DB01110,Miconazole,tinea corporis,0.9979159235954285
DB01110,Miconazole,dermatophytosis of groin and perianal area,0.9978815913200378
DB01110,Miconazole,tinea pedis,0.9963490962982178
DB01110,Miconazole,acne (disease),0.9953600764274597
DB01110,Miconazole,pityriasis versicolor,0.9938427209854126
DB01110,Miconazole,gastrin secretion abnormality,0.9874628186225891
DB01110,Miconazole,papillary conjunctivitis,0.9801236987113953
DB01110,Miconazole,tinea profunda,0.9719759225845337
DB01110,Miconazole,Majocchi granuloma,0.9707635045051575
DB01110,Miconazole,ectothrix infectious disease,0.9707635045051575
DB01110,Miconazole,superficial mycosis,0.9705354571342468
DB01110,Miconazole,endothrix infectious disease,0.9705283045768738
DB01110,Miconazole,dermatophytosis of scalp or beard,0.9691973924636841
DB01110,Miconazole,vulvovaginal candidiasis,0.9550779461860657
DB01110,Miconazole,blastomycosis,0.9517348408699036
DB01110,Miconazole,rosacea conjunctivitis,0.9493210315704346
DB01110,Miconazole,demodicidosis of sebaceous gland,0.9491082429885864
DB01110,Miconazole,vulvovaginitis,0.9038307666778564
DB01110,Miconazole,postmenopausal atrophic vaginitis,0.8932806849479675
DB01110,Miconazole,abnormality of glucagon secretion,0.8632618188858032
DB01110,Miconazole,toxoplasmosis,0.8595786094665527
