drugbank_id,drug_name,disease_name,score,source
DB00019,Pegfilgrastim,pregnancy disorder with abortive outcome,0.7486637830734253,DL
DB00030,INSULIN HUMAN,IDDM 1,,KG
DB00030,INSULIN HUMAN,diabetes mellitus (disease),,KG
DB00030,INSULIN HUMAN,diabetic ketoacidosis,,KG
DB00030,INSULIN HUMAN,type 1 diabetes mellitus,,KG
DB00030,INSULIN HUMAN,type 2 diabetes mellitus,,KG
DB00031,TENECTEPLASE,coronary thrombosis,,KG
DB00031,TENECTEPLASE,myocardial infarction,,KG
DB00031,TENECTEPLASE,myocardial infarction (disease),,KG
DB00035,Desmopressin,congenital prothrombin deficiency,0.9969947338104248,DL
DB00035,Desmopressin,hereditary von Willebrand disease,0.994629442691803,DL
DB00035,Desmopressin,inherited thrombophilia,0.9944062232971193,DL
DB00035,Desmopressin,Glanzmann thrombasthenia,0.9930167198181152,DL
DB00035,Desmopressin,primary release disorder of platelets,0.9926204681396484,DL
DB00035,Desmopressin,pseudo-von Willebrand disease,0.991613268852234,DL
DB00035,Desmopressin,Scott syndrome,0.9916057586669922,DL
DB00035,Desmopressin,flood factor deficiency,0.9915144443511964,DL
DB00035,Desmopressin,thrombocytopenic purpura,0.989537477493286,DL
DB00035,Desmopressin,bleeding diathesis due to a collagen receptor defect,0.9895227551460266,DL
DB00035,Desmopressin,hereditary thrombocytosis with transverse limb defect,0.9895153045654296,DL
DB00035,Desmopressin,familial thrombomodulin anomalies,0.989362895488739,DL
DB00035,Desmopressin,acquired prothrombin deficiency,0.9892061948776244,DL
DB00035,Desmopressin,hemorrhagic disorder due to a constitutional thrombocytopenia,0.9890612363815308,DL
DB00035,Desmopressin,"Von Willebrand disease, X-linked form",0.9870330095291138,DL
DB00035,Desmopressin,inherited prekallikrein deficiency,0.986258029937744,DL
DB00035,Desmopressin,esophageal varices with bleeding,0.985484778881073,DL
DB00035,Desmopressin,esophageal varices without bleeding,0.985484778881073,DL
DB00035,Desmopressin,von Willebrand disease,0.984703242778778,DL
DB00035,Desmopressin,hemophilia,0.9845957159996032,DL
DB00035,Desmopressin,varicose disease,0.9837850332260132,DL
DB00035,Desmopressin,acquired coagulation factor deficiency,0.982779324054718,DL
DB00035,Desmopressin,methylcobalamin deficiency type cblG,0.9827761650085448,DL
DB00035,Desmopressin,thrombotic thrombocytopenic purpura,0.9803963899612428,DL
DB00035,Desmopressin,congenital factor XI deficiency,0.9800365567207336,DL
DB00035,Desmopressin,trigeminal autonomic cephalalgia,0.9668067693710328,DL
DB00035,Desmopressin,acquired von willebrand syndrome,0.9660679697990416,DL
DB00035,Desmopressin,glaucoma,0.9635129570961,DL
DB00035,Desmopressin,congenital factor V deficiency,0.959456503391266,DL
DB00035,Desmopressin,venous insufficiency (disease),0.9581264853477478,DL
DB00035,Desmopressin,headache disorder,0.957144856452942,DL
DB00035,Desmopressin,"Ehlers-Danlos syndrome, fibronectinemic type",0.9563170075416564,DL
DB00035,Desmopressin,platelet-type bleeding disorder,0.9560627341270448,DL
DB00035,Desmopressin,fetal and neonatal alloimmune thrombocytopenia,0.95478618144989,DL
DB00035,Desmopressin,hypotrichosis simplex of the scalp,0.9503030180931092,DL
DB00035,Desmopressin,congenital hypotrichosis milia,0.9426229596138,DL
DB00035,Desmopressin,hemorrhagic disorder due to a coagulation factors defect,0.9359545707702636,DL
DB00035,Desmopressin,phlebitis,0.9358519315719604,DL
DB00035,Desmopressin,Tatsumi factor deficiency,0.9304913282394408,DL
DB00035,Desmopressin,multiple sclerosis-ichthyosis-factor VIII deficiency syndrome,0.928456485271454,DL
DB00035,Desmopressin,small bowel Crohn disease,0.9280546307563782,DL
DB00035,Desmopressin,glomus jugulare neoplasm,0.9278496503829956,DL
DB00035,Desmopressin,superior vena cava angiosarcoma,0.9236137270927428,DL
DB00035,Desmopressin,diffuse alopecia areata,0.9230997562408448,DL
DB00035,Desmopressin,gastritis,0.922412633895874,DL
DB00035,Desmopressin,respiratory failure,0.9121800065040588,DL
DB00035,Desmopressin,multiple intestinal atresia,0.9100645184516908,DL
DB00035,Desmopressin,symptomatic form of hemophilia in female carriers,0.9080732464790344,DL
DB00035,Desmopressin,"acrorenal syndrome, autosomal recessive",0.9068931341171264,DL
DB00035,Desmopressin,autosomal recessive Alport syndrome,0.9056220650672911,DL
DB00040,Glucagon,irritable bowel syndrome,0.9924139380455016,DL
DB00040,Glucagon,cauda equina syndrome,0.987846851348877,DL
DB00040,Glucagon,obsolete neurogenic bladder (disease),0.972779095172882,DL
DB00040,Glucagon,acute laryngopharyngitis,0.9448032975196838,DL
DB00040,Glucagon,nasal cavity disease,0.9430788159370422,DL
DB00040,Glucagon,pharyngitis,0.9378073811531068,DL
DB00040,Glucagon,primary hereditary glaucoma,0.910231113433838,DL
DB00040,Glucagon,open-angle glaucoma,0.9016003012657166,DL
DB00040,Glucagon,filariasis,0.9001085162162781,DL
DB00040,Glucagon,large intestine disease,0.8986266851425171,DL
DB00040,Glucagon,small intestine disease,0.8921629190444946,DL
DB00040,Glucagon,obsolete rare pulmonary disease,0.8920626044273376,DL
DB00040,Glucagon,gastroenteritis,0.8917865753173828,DL
DB00040,Glucagon,pulmonary edema,0.8807657957077026,DL
DB00040,Glucagon,dermatitis,0.8629358410835266,DL
DB00040,Glucagon,esotropia,0.8600176572799683,DL
DB00040,Glucagon,pityriasis simplex,0.8503050804138184,DL
DB00040,Glucagon,seborrheic dermatitis,0.8486601114273071,DL
DB00040,Glucagon,acrodermatitis chronica atrophicans,0.842220664024353,DL
DB00040,Glucagon,rhinitis,0.8400420546531677,DL
DB00040,Glucagon,idiopathic bronchiectasis,0.8378998041152954,DL
DB00040,Glucagon,common cold,0.8213779330253601,DL
DB00040,Glucagon,neonatal dermatomyositis,0.8188284039497375,DL
DB00040,Glucagon,secondary interstitial lung disease specific to childhood associated with a connective tissue disease,0.8002781867980957,DL
DB00040,Glucagon,enterocolitis (disease),0.7950805425643921,DL
DB00040,Glucagon,"hydroa vacciniforme, familial",0.7944287657737732,DL
DB00040,Glucagon,acne keloid,0.7889437079429626,DL
DB00040,Glucagon,amyopathic dermatomyositis,0.7811321020126343,DL
DB00040,Glucagon,nasopharyngitis,0.7796715497970581,DL
DB00040,Glucagon,faucial diphtheria,0.7758795619010925,DL
DB00040,Glucagon,neurocirculatory asthenia,0.7747909426689148,DL
DB00040,Glucagon,cervical disc degenerative disorder,0.7737230658531189,DL
DB00040,Glucagon,autonomic nervous system disease,0.7502248883247375,DL
DB00040,Glucagon,dysautonomia,0.7491206526756287,DL
DB00040,Glucagon,diverticulitis,0.7323381304740906,DL
DB00040,Glucagon,mitral valve prolapse (disease),0.7284253239631653,DL
DB00040,Glucagon,familial mitral valve prolapse,0.7224197387695312,DL
DB00040,Glucagon,"glaucoma 1, open angle",0.7097482085227966,DL
DB00040,Glucagon,MVP1,0.6873724460601807,DL
DB00040,Glucagon,congenital enteropathy involving intestinal mucosa development,0.6797940135002136,DL
DB00040,Glucagon,iris disease,0.6620490550994873,DL
DB00040,Glucagon,chronic intestinal vascular insufficiency,0.6557732224464417,DL
DB00040,Glucagon,isolated mesenteric vein thrombosis,0.6515401601791382,DL
DB00040,Glucagon,headache disorder,0.6445707082748413,DL
DB00040,Glucagon,abnormal pupillary function (disease),0.6425288915634155,DL
DB00040,Glucagon,steatorrhea (disease),0.6407608389854431,DL
DB00040,Glucagon,uveitis,0.6392621994018555,DL
DB00040,Glucagon,benign neoplasm of iris,0.6391615271568298,DL
DB00040,Glucagon,hypotensive disorder,0.6367496848106384,DL
DB00040,Glucagon,iris cancer,0.6268549561500549,DL
DB00043,OMALIZUMAB,idiopathic urticaria,,KG
DB00046,INSULIN LISPRO,IDDM 1,,KG
DB00046,INSULIN LISPRO,diabetes mellitus (disease),,KG
DB00046,INSULIN LISPRO,diabetic ketoacidosis,,KG
DB00046,INSULIN LISPRO,type 1 diabetes mellitus,,KG
DB00046,INSULIN LISPRO,type 2 diabetes mellitus,,KG
DB00047,Insulin glargine,type 1 diabetes mellitus,0.9991706609725952,KG+DL
DB00047,Insulin glargine,autoimmune oophoritis,0.9988064765930176,DL
DB00047,Insulin glargine,diabetes mellitus (disease),0.9962767958641052,KG+DL
DB00047,Insulin glargine,thiamine-responsive dysfunction syndrome,0.9960518479347228,DL
DB00047,Insulin glargine,classic stiff person syndrome,0.9959880709648132,DL
DB00047,Insulin glargine,focal stiff limb syndrome,0.9959880709648132,DL
DB00047,Insulin glargine,opsismodysplasia,0.995934247970581,DL
DB00047,Insulin glargine,pancreatic agenesis,0.994269847869873,DL
DB00047,Insulin glargine,drug-induced localized lipodystrophy,0.994183361530304,DL
DB00047,Insulin glargine,centrifugal lipodystrophy,0.9938547015190125,DL
DB00047,Insulin glargine,pressure-induced localized lipoatrophy,0.99380624294281,DL
DB00047,Insulin glargine,idiopathic localized lipodystrophy,0.993446171283722,DL
DB00047,Insulin glargine,diabetic ketoacidosis,0.9913120865821838,KG+DL
DB00047,Insulin glargine,permanent neonatal diabetes mellitus,0.9893600940704346,DL
DB00047,Insulin glargine,IDDM 1,0.9532471299171448,KG+DL
DB00047,Insulin glargine,"diabetes mellitus, insulin-dependent, X-linked, susceptibility to",0.9525189995765686,DL
DB00047,Insulin glargine,acute kidney failure,0.7135471105575562,DL
DB00047,Insulin glargine,pancreatitis,0.6956144571304321,DL
DB00047,Insulin glargine,glaucoma,0.6656904816627502,DL
DB00047,Insulin glargine,venous insufficiency (disease),0.6611102223396301,DL
DB00047,Insulin glargine,hemoglobin C-beta-thalassemia syndrome,0.6595970988273621,DL
DB00047,Insulin glargine,"cholangiocarcinoma, susceptibility to",0.6557376384735107,DL
DB00047,Insulin glargine,atrial flutter (disease),0.6541539430618286,DL
DB00047,Insulin glargine,"hypercarotenemia and vitamin A deficiency, autosomal recessive",0.647830069065094,DL
DB00047,Insulin glargine,"lymphopenic hypergammaglobulinemia, antibody deficiency, autoimmune hemolytic anemia, and glomerulonephritis",0.647576093673706,DL
DB00047,Insulin glargine,"corneal degeneration, band-shaped spheroid",0.636974036693573,DL
DB00047,Insulin glargine,abdominal obesity-metabolic syndrome quantitative trait locus 2,0.6330804228782654,DL
DB00047,Insulin glargine,type 2 diabetes mellitus,0.6283146739006042,KG+DL
DB00047,Insulin glargine,"pancreas, dorsal, agenesis of",0.627824604511261,DL
DB00047,Insulin glargine,"fibrosis of extraocular muscles, congenital, with synergistic divergence",0.6192989945411682,DL
DB00047,Insulin glargine,"mitral valve prolapse, myxomatous",0.6174734830856323,DL
DB00047,Insulin glargine,familial chronic myelocytic leukemia-like syndrome,0.6143566966056824,DL
DB00047,Insulin glargine,"hyperparathyroidism, primary, caused by water clear cell hyperplasia",0.6108846664428711,DL
DB00047,Insulin glargine,"cornea plana 1, autosomal dominant",0.6101610064506531,DL
DB00047,Insulin glargine,"musk, inability to smell",0.6101610064506531,DL
DB00047,Insulin glargine,"polyhydramnios, chronic idiopathic",0.6101610064506531,DL
DB00047,Insulin glargine,band keratopathy,0.6101588010787964,DL
DB00047,Insulin glargine,ocular tuberculosis,0.6064730882644653,DL
DB00047,Insulin glargine,pyloric stenosis (disease),0.605991542339325,DL
DB00047,Insulin glargine,"hypospadias 3, autosomal",0.6038452386856079,DL
DB00047,Insulin glargine,"sella turcica, bridged",0.6038452386856079,DL
DB00047,Insulin glargine,"triphalangeal thumb, Nonopposable",0.6038452386856079,DL
DB00047,Insulin glargine,"melanoma, malignant familial intraocular",0.6024187207221985,DL
DB00047,Insulin glargine,pyridoxine-responsive sideroblastic anemia,0.6022955775260925,DL
DB00047,Insulin glargine,ovarian fibroma (disease),0.6016535758972168,DL
DB00047,Insulin glargine,"prostate cancer, hereditary, X-linked",0.6015231013298035,DL
DB00047,Insulin glargine,benign cephalic histiocytosis,0.599373996257782,DL
DB00047,Insulin glargine,congenital temporomandibular joint ankylosis,0.5947406888008118,DL
DB00047,Insulin glargine,glycoprotein storage disease,0.5938123464584351,DL
DB00047,Insulin glargine,radiation proctitis,0.591914713382721,DL
DB00049,Rasburicase,obsolete hyperuricemia (disease),0.999922513961792,KG+DL
DB00049,Rasburicase,"hypouricemia, renal",0.999872088432312,DL
DB00049,Rasburicase,hypoxanthine guanine phosphoribosyltransferase partial deficiency,0.9997153878211976,DL
DB00049,Rasburicase,hepatic porphyria,0.9996650218963624,DL
DB00049,Rasburicase,early-onset familial noncirrhotic portal hypertension,0.9996525049209596,DL
DB00049,Rasburicase,hepatoportal sclerosis,0.9996525049209596,DL
DB00049,Rasburicase,hepatopulmonary syndrome,0.9996525049209596,DL
DB00049,Rasburicase,idiopathic copper-associated cirrhosis,0.9996525049209596,DL
DB00049,Rasburicase,primitive portal vein thrombosis,0.9996525049209596,DL
DB00049,Rasburicase,renal tubular acidosis,0.9984662532806396,DL
DB00049,Rasburicase,disorder of phenylalanine metabolism,0.9982909560203552,DL
DB00049,Rasburicase,disorder of tyrosine metabolism,0.996882438659668,DL
DB00049,Rasburicase,teratogenic Pierre Robin syndrome,0.9968174695968628,DL
DB00049,Rasburicase,glycogen storage disease due to hepatic glycogen synthase deficiency,0.995781183242798,DL
DB00049,Rasburicase,Lesch-Nyhan syndrome,0.995779037475586,DL
DB00049,Rasburicase,tetrahydrobiopterin-responsive hyperphenylalaninemia/phenylketonuria,0.9946995973587036,DL
DB00049,Rasburicase,G6PD deficiency,0.990049123764038,DL
DB00049,Rasburicase,inborn disorder of gamma-aminobutyric acid metabolism,0.9772777557373048,DL
DB00049,Rasburicase,inborn disorder of ornithine metabolism,0.97676420211792,DL
DB00049,Rasburicase,inborn disorder of amino acid and other organic acid metabolism,0.9765849709510804,DL
DB00049,Rasburicase,inborn disorder of histidine metabolism,0.9765714406967164,DL
DB00049,Rasburicase,inborn disorder of serine family metabolism,0.9764686822891236,DL
DB00049,Rasburicase,cerebral creatine deficiency syndrome,0.9762173295021056,DL
DB00049,Rasburicase,genetic otorhinolaryngological malformation,0.9750116467475892,DL
DB00049,Rasburicase,inborn disorder of aspartate family metabolism,0.9747191071510316,DL
DB00049,Rasburicase,neonatal epileptic encephalopathy due to glutaminase deficiency,0.97453510761261,DL
DB00049,Rasburicase,inborn disorder of tryptophan metabolism,0.9742245078086852,DL
DB00049,Rasburicase,2-methylacetoacetyl CoA thiolase deficiency,0.9732522368431092,DL
DB00049,Rasburicase,idiopathic bilateral vestibulopathy,0.9725149869918824,DL
DB00049,Rasburicase,semicircular canal dehiscence syndrome,0.9725149869918824,DL
DB00049,Rasburicase,3-hydroxyisobutyryl-CoA hydrolase deficiency,0.9710997343063354,DL
DB00049,Rasburicase,inborn disorder of phenylalanin or tyrosine metabolism,0.9677913188934326,DL
DB00049,Rasburicase,familial nasal acilia,0.9654461145401,DL
DB00049,Rasburicase,tetrahydrobiopterin metabolic process disease,0.9654273390769958,DL
DB00049,Rasburicase,juvenile nasopharyngeal angiofibroma (disease),0.9649242758750916,DL
DB00049,Rasburicase,silent sinus syndrome,0.9645119309425354,DL
DB00049,Rasburicase,3-hydroxyisobutyric aciduria,0.9636163711547852,DL
DB00049,Rasburicase,maternal hyperthermia induced birth defects,0.9591993689537048,DL
DB00049,Rasburicase,mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies,0.959126889705658,DL
DB00049,Rasburicase,cleft lip/palate-intestinal malrotation-cardiopathy syndrome,0.9583660960197448,DL
DB00049,Rasburicase,fetal trimethadione syndrome,0.9577943086624146,DL
DB00049,Rasburicase,craniorhiny,0.9565298557281494,DL
DB00049,Rasburicase,Bencze syndrome,0.9561122059822084,DL
DB00049,Rasburicase,phenobarbital embryopathy,0.9560273885726928,DL
DB00049,Rasburicase,fetal minoxidil syndrome,0.9555734992027284,DL
DB00049,Rasburicase,diabetic embryopathy,0.9555206894874572,DL
DB00049,Rasburicase,tibial aplasia-ectrodactyly syndrome,0.9554710984230042,DL
DB00049,Rasburicase,mandibulofacial dysostosis-macroblepharon-macrostomia syndrome,0.9538013935089112,DL
DB00049,Rasburicase,branchial cleft anomaly,0.9531026482582092,DL
DB00049,Rasburicase,galactokinase deficiency,0.9502950310707092,DL
DB00051,Adalimumab,ankylosing spondylitis,0.9985105395317078,KG+DL
DB00051,Adalimumab,rheumatoid vasculitis,0.9979610443115234,DL
DB00051,Adalimumab,hypermobility of coccyx,0.9977401494979858,DL
DB00051,Adalimumab,inflammatory spondylopathy,0.9976728558540344,DL
DB00051,Adalimumab,Kummell disease,0.9973871111869812,DL
DB00051,Adalimumab,polyarticular juvenile rheumatoid arthritis,0.9971835017204284,DL
DB00051,Adalimumab,"spondyloarthropathy, susceptibility to",0.9959458708763124,KG+DL
DB00051,Adalimumab,vertebral disease,0.9918459057807922,DL
DB00051,Adalimumab,polyp of middle ear,0.9793593883514404,DL
DB00051,Adalimumab,polyp of vocal cord,0.979300320148468,DL
DB00051,Adalimumab,polyp of ureter,0.9785600304603576,DL
DB00051,Adalimumab,polyp of frontal sinus,0.9785429239273072,DL
DB00051,Adalimumab,epulis,0.9783541560173036,DL
DB00051,Adalimumab,polyp of external auditory canal,0.9782626628875732,DL
DB00051,Adalimumab,polyp of vulva,0.9775153994560242,DL
DB00051,Adalimumab,uterine polyp,0.9774657487869264,DL
DB00051,Adalimumab,fibroepithelial polyp,0.9769813418388368,DL
DB00051,Adalimumab,neoplastic polyp,0.97683846950531,DL
DB00051,Adalimumab,mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency,0.9742404818534852,DL
DB00051,Adalimumab,acne (disease),0.968325674533844,DL
DB00051,Adalimumab,rheumatoid nodulosis,0.951402485370636,DL
DB00051,Adalimumab,juvenile idiopathic arthritis,0.9513558745384216,KG+DL
DB00051,Adalimumab,rheumatoid factor-positive polyarticular juvenile idiopathic arthritis,0.9509983658790588,DL
DB00051,Adalimumab,seborrheic dermatitis,0.947027325630188,DL
DB00051,Adalimumab,"zinc, elevated plasma",0.9466524124145508,DL
DB00051,Adalimumab,juvenile chronic polyarthritis,0.9464101791381836,DL
DB00051,Adalimumab,Smouldering systemic mastocytosis,0.9399486184120178,DL
DB00051,Adalimumab,lymphoadenopathic mastocytosis with eosinophilia,0.937468409538269,DL
DB00051,Adalimumab,keratinization disease,0.935437023639679,DL
DB00051,Adalimumab,fibroma,0.9328454732894896,DL
DB00051,Adalimumab,systemic mastocytosis,0.9317261576652528,DL
DB00051,Adalimumab,gingival hypertrophy,0.9314575791358948,DL
DB00051,Adalimumab,Behcet disease,0.9311023950576782,DL
DB00051,Adalimumab,congenital hypotrichosis with juvenile macular dystrophy,0.9294477701187134,DL
DB00051,Adalimumab,ulcerative colitis (disease),0.9289273619651794,KG+DL
DB00051,Adalimumab,discitis,0.9276040196418762,DL
DB00051,Adalimumab,primary release disorder of platelets,0.9236272573471068,DL
DB00051,Adalimumab,infantile systemic hyalinosis,0.918955385684967,DL
DB00051,Adalimumab,pseudo-von Willebrand disease,0.9094729423522948,DL
DB00051,Adalimumab,dermatitis,0.90655916929245,DL
DB00051,Adalimumab,synovitis (disease),0.9037984609603882,DL
DB00051,Adalimumab,autosomal dominant macrothrombocytopenia,0.9029331207275392,DL
DB00051,Adalimumab,neonatal dermatomyositis,0.8960413336753845,DL
